#Device;NGC103
#Device Name;NO NAME
#Format;LOG
#Date;2000-01-01
#Version;01.005-02.430-03.730
#Serial No.;000100954
 #Mode;Unlimited
#Logging Interval[s];0.001
#Specified Logging Count;-----
#Specified Logging Time[s];-----
 #Sequence;Off
 #CH1 Voltage Target[V];4.200
#CH1 Current Target[A];0.200
#CH1 Sequence Delay[s];-----
#CH1 EasyArb;Off
#CH1 OVP;Off
#CH1 OPP;Off
#CH1 Ramp;Off
#CH1 Analog in;Off
 #Start Time;00:43:54
#Stop Time;00:44:23
 #Actual Count; 29911      
 U1[V];I1[A];Timestamp
4.220;0.0430;00:44:08:581
4.188;0.0730;00:44:08:582
4.196;0.0740;00:44:08:583
4.196;0.0740;00:44:08:584
4.196;0.0970;00:44:08:585
4.196;0.0410;00:44:08:586
4.196;0.0740;00:44:08:587
4.204;0.0740;00:44:08:588
4.196;0.0740;00:44:08:589
4.196;0.0410;00:44:08:590
4.204;0.0740;00:44:08:591
4.188;0.0740;00:44:08:592
4.196;0.0740;00:44:08:593
4.220;0.0410;00:44:08:594
4.188;0.0740;00:44:08:595
4.204;0.0720;00:44:08:596
4.196;0.0740;00:44:08:597
4.188;0.0430;00:44:08:598
4.204;0.0730;00:44:08:599
4.196;0.0410;00:44:08:600
4.204;0.0740;00:44:08:601
4.196;0.0970;00:44:08:602
4.196;0.0410;00:44:08:603
4.204;0.0410;00:44:08:604
4.196;0.0740;00:44:08:605
4.196;0.0740;00:44:08:606
4.204;0.0410;00:44:08:607
4.212;0.0420;00:44:08:608
4.196;0.0730;00:44:08:609
4.196;0.0740;00:44:08:610
4.204;0.0420;00:44:08:611
4.188;0.0950;00:44:08:612
4.196;0.0630;00:44:08:613
4.196;0.0740;00:44:08:614
4.180;0.0450;00:44:08:615
4.196;0.0740;00:44:08:616
4.196;0.0410;00:44:08:617
4.204;0.0740;00:44:08:618
4.196;0.0740;00:44:08:619
4.196;0.0740;00:44:08:620
4.220;0.0400;00:44:08:621
4.188;0.0740;00:44:08:622
4.196;0.0740;00:44:08:623
4.196;0.0740;00:44:08:624
4.188;0.0410;00:44:08:625
4.188;0.0730;00:44:08:626
4.196;0.0740;00:44:08:627
4.204;0.0740;00:44:08:628
4.196;0.0970;00:44:08:629
4.196;0.0390;00:44:08:630
4.196;0.0740;00:44:08:631
4.196;0.0740;00:44:08:632
4.196;0.0740;00:44:08:633
4.196;0.0390;00:44:08:634
4.204;0.0740;00:44:08:635
4.196;0.0730;00:44:08:636
4.196;0.0740;00:44:08:637
4.212;0.0400;00:44:08:638
4.196;0.0740;00:44:08:639
4.196;0.0670;00:44:08:640
4.196;0.0740;00:44:08:641
4.180;0.0430;00:44:08:642
4.204;0.0720;00:44:08:643
4.196;0.0390;00:44:08:644
4.204;0.0740;00:44:08:645
4.196;0.0740;00:44:08:646
4.188;0.0390;00:44:08:647
4.204;0.0390;00:44:08:648
4.188;0.0740;00:44:08:649
4.196;0.0750;00:44:08:650
4.220;0.0390;00:44:08:651
4.196;0.0410;00:44:08:652
4.188;0.0720;00:44:08:653
4.196;0.0740;00:44:08:654
4.236;0.0410;00:44:08:655
4.172;0.0970;00:44:08:656
4.196;0.0390;00:44:08:657
4.204;0.0740;00:44:08:658
4.196;0.0970;00:44:08:659
4.196;0.0740;00:44:08:660
4.196;0.0390;00:44:08:661
4.196;0.0740;00:44:08:662
4.196;0.0740;00:44:08:663
4.196;0.0390;00:44:08:664
4.204;0.0410;00:44:08:665
4.196;0.0740;00:44:08:666
4.196;0.0740;00:44:08:667
4.212;0.0400;00:44:08:668
4.180;0.0420;00:44:08:669
4.204;0.0720;00:44:08:670
4.196;0.0740;00:44:08:671
4.188;0.0410;00:44:08:672
4.196;0.0740;00:44:08:673
4.188;0.0390;00:44:08:674
4.204;0.0740;00:44:08:675
4.196;0.0830;00:44:08:676
4.196;0.0740;00:44:08:677
4.212;0.0390;00:44:08:678
4.188;0.0740;00:44:08:679
4.196;0.0740;00:44:08:680
4.188;0.0740;00:44:08:681
4.269;0.0060;00:44:08:682
4.156;0.0700;00:44:08:683
4.188;0.0740;00:44:08:684
4.204;0.0740;00:44:08:685
4.196;0.0970;00:44:08:686
4.196;0.0020;00:44:08:687
4.196;0.0740;00:44:08:688
4.204;0.0740;00:44:08:689
4.196;0.0740;00:44:08:690
4.188;0.0030;00:44:08:691
4.204;0.0740;00:44:08:692
4.180;0.0720;00:44:08:693
4.196;0.0740;00:44:08:694
4.228;0.0040;00:44:08:695
4.180;0.0730;00:44:08:696
4.212;0.0700;00:44:08:697
4.188;0.0740;00:44:08:698
4.188;0.0070;00:44:08:699
4.212;0.0700;00:44:08:700
4.188;0.0030;00:44:08:701
4.204;0.0740;00:44:08:702
4.196;0.0950;00:44:08:703
4.188;0.0020;00:44:08:704
4.220;0.0030;00:44:08:705
4.188;0.0740;00:44:08:706
4.196;0.0740;00:44:08:707
4.212;0.0030;00:44:08:708
4.261;0.0060;00:44:08:709
4.164;0.0700;00:44:08:710
4.188;0.0740;00:44:08:711
4.228;0.0050;00:44:08:712
4.196;0.0970;00:44:08:713
4.196;0.0020;00:44:08:714
4.196;0.0740;00:44:08:715
4.180;0.0730;00:44:08:716
4.196;0.0740;00:44:08:717
4.188;0.0030;00:44:08:718
4.204;0.0740;00:44:08:719
4.196;0.0740;00:44:08:720
4.188;0.0740;00:44:08:721
4.228;0.0040;00:44:08:722
4.180;0.0730;00:44:08:723
4.196;0.0740;00:44:08:724
4.228;0.0740;00:44:08:725
4.188;0.0070;00:44:08:726
4.212;0.0700;00:44:08:727
4.188;0.0740;00:44:08:728
4.212;0.0740;00:44:08:729
4.196;0.0970;00:44:08:730
4.188;0.0020;00:44:08:731
4.204;0.0740;00:44:08:732
4.196;0.0740;00:44:08:733
4.196;0.0740;00:44:08:734
4.204;0.0030;00:44:08:735
4.196;0.0740;00:44:08:736
4.196;0.0710;00:44:08:737
4.188;0.0740;00:44:08:738
4.220;0.0410;00:44:08:739
4.196;0.0730;00:44:08:740
4.196;0.0430;00:44:08:741
4.196;0.0740;00:44:08:742
4.180;0.0470;00:44:08:743
4.196;0.0710;00:44:08:744
4.196;0.0410;00:44:08:745
4.204;0.0740;00:44:08:746
4.196;0.0740;00:44:08:747
4.196;0.0410;00:44:08:748
4.204;0.0410;00:44:08:749
4.188;0.0740;00:44:08:750
4.196;0.0740;00:44:08:751
4.220;0.0410;00:44:08:752
4.196;0.0740;00:44:08:753
4.204;0.0730;00:44:08:754
4.196;0.0740;00:44:08:755
4.228;0.0430;00:44:08:756
4.172;0.0730;00:44:08:757
4.196;0.0410;00:44:08:758
4.196;0.0740;00:44:08:759
4.196;0.0970;00:44:08:760
4.196;0.0410;00:44:08:761
4.196;0.0410;00:44:08:762
4.196;0.0740;00:44:08:763
4.196;0.0740;00:44:08:764
4.196;0.0410;00:44:08:765
4.204;0.0420;00:44:08:766
4.196;0.0740;00:44:08:767
4.196;0.0740;00:44:08:768
4.212;0.0420;00:44:08:769
4.180;0.0460;00:44:08:770
4.204;0.0720;00:44:08:771
4.196;0.0740;00:44:08:772
4.188;0.0440;00:44:08:773
4.196;0.0740;00:44:08:774
4.196;0.0410;00:44:08:775
4.204;0.0740;00:44:08:776
4.196;0.0740;00:44:08:777
4.196;0.0740;00:44:08:778
4.220;0.0410;00:44:08:779
4.196;0.0740;00:44:08:780
4.196;0.0740;00:44:08:781
4.196;0.0740;00:44:08:782
4.236;0.0430;00:44:08:783
4.172;0.0730;00:44:08:784
4.196;0.0740;00:44:08:785
4.196;0.0740;00:44:08:786
4.196;0.0970;00:44:08:787
4.196;0.0410;00:44:08:788
4.196;0.0740;00:44:08:789
4.204;0.0740;00:44:08:790
4.196;0.0740;00:44:08:791
4.196;0.0410;00:44:08:792
4.204;0.0740;00:44:08:793
4.196;0.0740;00:44:08:794
4.196;0.0740;00:44:08:795
4.212;0.0420;00:44:08:796
4.188;0.0740;00:44:08:797
4.196;0.0720;00:44:08:798
4.196;0.0740;00:44:08:799
4.188;0.0410;00:44:08:800
4.204;0.0720;00:44:08:801
4.188;0.0380;00:44:08:802
4.204;0.0740;00:44:08:803
4.196;0.0740;00:44:08:804
4.188;0.0390;00:44:08:805
4.220;0.0390;00:44:08:806
4.196;0.0740;00:44:08:807
4.196;0.0740;00:44:08:808
4.212;0.0390;00:44:08:809
4.236;0.0410;00:44:08:810
4.172;0.0730;00:44:08:811
4.196;0.0740;00:44:08:812
4.228;0.0410;00:44:08:813
4.196;0.0970;00:44:08:814
4.196;0.0390;00:44:08:815
4.196;0.0740;00:44:08:816
4.196;0.0970;00:44:08:817
4.196;0.0740;00:44:08:818
4.196;0.0390;00:44:08:819
4.204;0.0740;00:44:08:820
4.196;0.0740;00:44:08:821
4.196;0.0740;00:44:08:822
4.212;0.0400;00:44:08:823
4.188;0.0740;00:44:08:824
4.196;0.0740;00:44:08:825
4.220;0.0740;00:44:08:826
4.188;0.0410;00:44:08:827
4.204;0.0720;00:44:08:828
4.196;0.0740;00:44:08:829
4.188;0.0740;00:44:08:830
4.196;0.0740;00:44:08:831
4.196;0.0390;00:44:08:832
4.204;0.0740;00:44:08:833
4.196;0.0740;00:44:08:834
4.196;0.0740;00:44:08:835
4.212;0.0390;00:44:08:836
4.196;0.0740;00:44:08:837
4.196;0.0730;00:44:08:838
4.196;0.0740;00:44:08:839
4.228;0.0410;00:44:08:840
4.188;0.0730;00:44:08:841
4.196;0.0390;00:44:08:842
4.196;0.0740;00:44:08:843
4.196;0.0970;00:44:08:844
4.196;0.0390;00:44:08:845
4.196;0.0740;00:44:08:846
4.204;0.0740;00:44:08:847
4.196;0.0750;00:44:08:848
4.196;0.0390;00:44:08:849
4.204;0.0740;00:44:08:850
4.188;0.0740;00:44:08:851
4.196;0.0740;00:44:08:852
4.220;0.0400;00:44:08:853
4.188;0.0740;00:44:08:854
4.204;0.0720;00:44:08:855
4.196;0.0740;00:44:08:856
4.188;0.0410;00:44:08:857
4.204;0.0720;00:44:08:858
4.196;0.0030;00:44:08:859
4.204;0.0740;00:44:08:860
4.196;0.0960;00:44:08:861
4.196;0.0020;00:44:08:862
4.220;0.0030;00:44:08:863
4.188;0.0740;00:44:08:864
4.196;0.0740;00:44:08:865
4.212;0.0030;00:44:08:866
4.253;0.0060;00:44:08:867
4.172;0.0700;00:44:08:868
4.188;0.0740;00:44:08:869
4.220;0.0050;00:44:08:870
4.196;0.0970;00:44:08:871
4.204;0.0020;00:44:08:872
4.196;0.0740;00:44:08:873
4.172;0.0230;00:44:08:874
4.196;0.0740;00:44:08:875
4.188;0.0030;00:44:08:876
4.204;0.0740;00:44:08:877
4.196;0.0740;00:44:08:878
4.196;0.0740;00:44:08:879
4.228;0.0040;00:44:08:880
4.180;0.0730;00:44:08:881
4.196;0.0740;00:44:08:882
4.196;0.0740;00:44:08:883
4.188;0.0070;00:44:08:884
4.212;0.0700;00:44:08:885
4.188;0.0740;00:44:08:886
4.204;0.0740;00:44:08:887
4.196;0.0970;00:44:08:888
4.196;0.0030;00:44:08:889
4.204;0.0740;00:44:08:890
4.196;0.0740;00:44:08:891
4.196;0.0740;00:44:08:892
4.204;0.0030;00:44:08:893
4.196;0.0740;00:44:08:894
4.180;0.0710;00:44:08:895
4.188;0.0740;00:44:08:896
4.220;0.0050;00:44:08:897
4.196;0.0720;00:44:08:898
4.204;0.0220;00:44:08:899
4.196;0.0740;00:44:08:900
4.172;0.0110;00:44:08:901
4.204;0.0680;00:44:08:902
4.188;0.0030;00:44:08:903
4.204;0.0740;00:44:08:904
4.196;0.0740;00:44:08:905
4.188;0.0030;00:44:08:906
4.204;0.0040;00:44:08:907
4.180;0.0730;00:44:08:908
4.196;0.0740;00:44:08:909
4.228;0.0040;00:44:08:910
4.180;0.0070;00:44:08:911
4.204;0.0700;00:44:08:912
4.188;0.0740;00:44:08:913
4.261;0.0060;00:44:08:914
4.140;0.0970;00:44:08:915
4.196;0.0020;00:44:08:916
4.204;0.0740;00:44:08:917
4.196;0.0970;00:44:08:918
4.196;0.0740;00:44:08:919
4.204;0.0410;00:44:08:920
4.196;0.0740;00:44:08:921
4.196;0.0740;00:44:08:922
4.196;0.0740;00:44:08:923
4.204;0.0420;00:44:08:924
4.196;0.0740;00:44:08:925
4.196;0.0740;00:44:08:926
4.212;0.0740;00:44:08:927
4.180;0.0440;00:44:08:928
4.204;0.0720;00:44:08:929
4.196;0.0740;00:44:08:930
4.188;0.0740;00:44:08:931
4.196;0.0740;00:44:08:932
4.188;0.0410;00:44:08:933
4.204;0.0740;00:44:08:934
4.196;0.0740;00:44:08:935
4.196;0.0740;00:44:08:936
4.220;0.0410;00:44:08:937
4.196;0.0740;00:44:08:938
4.196;0.0740;00:44:08:939
4.196;0.0740;00:44:08:940
4.236;0.0430;00:44:08:941
4.172;0.0730;00:44:08:942
4.196;0.0740;00:44:08:943
4.204;0.0740;00:44:08:944
4.196;0.0970;00:44:08:945
4.196;0.0410;00:44:08:946
4.196;0.0740;00:44:08:947
4.196;0.0740;00:44:08:948
4.196;0.0740;00:44:08:949
4.196;0.0410;00:44:08:950
4.204;0.0740;00:44:08:951
4.196;0.0740;00:44:08:952
4.196;0.0740;00:44:08:953
4.212;0.0410;00:44:08:954
4.196;0.0740;00:44:08:955
4.204;0.0720;00:44:08:956
4.196;0.0740;00:44:08:957
4.188;0.0440;00:44:08:958
4.204;0.0730;00:44:08:959
4.188;0.0410;00:44:08:960
4.204;0.0740;00:44:08:961
4.196;0.0740;00:44:08:962
4.196;0.0410;00:44:08:963
4.220;0.0410;00:44:08:964
4.196;0.0740;00:44:08:965
4.196;0.0740;00:44:08:966
4.212;0.0410;00:44:08:967
4.236;0.0430;00:44:08:968
4.172;0.0730;00:44:08:969
4.196;0.0740;00:44:08:970
4.228;0.0430;00:44:08:971
4.196;0.0970;00:44:08:972
4.196;0.0410;00:44:08:973
4.196;0.0740;00:44:08:974
4.196;0.0970;00:44:08:975
4.196;0.0740;00:44:08:976
4.196;0.0410;00:44:08:977
4.204;0.0740;00:44:08:978
4.196;0.0740;00:44:08:979
4.196;0.0740;00:44:08:980
4.212;0.0400;00:44:08:981
4.188;0.0740;00:44:08:982
4.196;0.0740;00:44:08:983
4.196;0.0740;00:44:08:984
4.188;0.0410;00:44:08:985
4.204;0.0720;00:44:08:986
4.196;0.0740;00:44:08:987
4.204;0.0740;00:44:08:988
4.196;0.0750;00:44:08:989
4.188;0.0390;00:44:08:990
4.204;0.0740;00:44:08:991
4.196;0.0740;00:44:08:992
4.196;0.0740;00:44:08:993
4.212;0.0390;00:44:08:994
4.196;0.0740;00:44:08:995
4.196;0.0730;00:44:08:996
4.196;0.0740;00:44:08:997
4.220;0.0410;00:44:08:998
4.188;0.0730;00:44:08:999
4.196;0.0390;00:44:09:000
4.196;0.0740;00:44:09:001
4.196;0.0970;00:44:09:002
4.196;0.0390;00:44:09:003
4.196;0.0390;00:44:09:004
4.204;0.0740;00:44:09:005
4.196;0.0740;00:44:09:006
4.196;0.0390;00:44:09:007
4.204;0.0400;00:44:09:008
4.188;0.0740;00:44:09:009
4.196;0.0740;00:44:09:010
4.220;0.0400;00:44:09:011
4.188;0.0410;00:44:09:012
4.204;0.0720;00:44:09:013
4.196;0.0740;00:44:09:014
4.188;0.0410;00:44:09:015
4.204;0.0860;00:44:09:016
4.196;0.0390;00:44:09:017
4.204;0.0740;00:44:09:018
4.196;0.0970;00:44:09:019
4.188;0.0740;00:44:09:020
4.204;0.0390;00:44:09:021
4.196;0.0740;00:44:09:022
4.196;0.0740;00:44:09:023
4.204;0.0390;00:44:09:024
4.220;0.0410;00:44:09:025
4.188;0.0730;00:44:09:026
4.196;0.0740;00:44:09:027
4.212;0.0410;00:44:09:028
4.196;0.0970;00:44:09:029
4.196;0.0390;00:44:09:030
4.196;0.0740;00:44:09:031
4.180;0.0510;00:44:09:032
4.196;0.0740;00:44:09:033
4.196;0.0390;00:44:09:034
4.204;0.0740;00:44:09:035
4.196;0.0740;00:44:09:036
4.196;0.0740;00:44:09:037
4.253;0.0050;00:44:09:038
4.180;0.0730;00:44:09:039
4.196;0.0740;00:44:09:040
4.188;0.0740;00:44:09:041
4.188;0.0070;00:44:09:042
4.212;0.0700;00:44:09:043
4.188;0.0740;00:44:09:044
4.204;0.0740;00:44:09:045
4.196;0.0970;00:44:09:046
4.196;0.0020;00:44:09:047
4.204;0.0740;00:44:09:048
4.188;0.0740;00:44:09:049
4.196;0.0740;00:44:09:050
4.212;0.0030;00:44:09:051
4.196;0.0740;00:44:09:052
4.172;0.0700;00:44:09:053
4.188;0.0740;00:44:09:054
4.220;0.0050;00:44:09:055
4.188;0.0710;00:44:09:056
4.204;0.0020;00:44:09:057
4.196;0.0740;00:44:09:058
4.172;0.0260;00:44:09:059
4.204;0.0650;00:44:09:060
4.188;0.0030;00:44:09:061
4.204;0.0740;00:44:09:062
4.196;0.0740;00:44:09:063
4.188;0.0030;00:44:09:064
4.228;0.0040;00:44:09:065
4.180;0.0730;00:44:09:066
4.196;0.0740;00:44:09:067
4.228;0.0030;00:44:09:068
4.188;0.0070;00:44:09:069
4.212;0.0700;00:44:09:070
4.188;0.0740;00:44:09:071
4.228;0.0070;00:44:09:072
4.196;0.0970;00:44:09:073
4.188;0.0020;00:44:09:074
4.204;0.0740;00:44:09:075
4.196;0.0970;00:44:09:076
4.196;0.0740;00:44:09:077
4.204;0.0030;00:44:09:078
4.196;0.0740;00:44:09:079
4.196;0.0740;00:44:09:080
4.188;0.0740;00:44:09:081
4.220;0.0050;00:44:09:082
4.196;0.0710;00:44:09:083
4.188;0.0740;00:44:09:084
4.196;0.0740;00:44:09:085
4.172;0.0110;00:44:09:086
4.204;0.0680;00:44:09:087
4.196;0.0740;00:44:09:088
4.180;0.0740;00:44:09:089
4.196;0.0740;00:44:09:090
4.188;0.0030;00:44:09:091
4.204;0.0740;00:44:09:092
4.196;0.0730;00:44:09:093
4.196;0.0740;00:44:09:094
4.228;0.0030;00:44:09:095
4.180;0.0730;00:44:09:096
4.196;0.0700;00:44:09:097
4.188;0.0740;00:44:09:098
4.228;0.0430;00:44:09:099
4.172;0.0730;00:44:09:100
4.196;0.0410;00:44:09:101
4.196;0.0740;00:44:09:102
4.196;0.0970;00:44:09:103
4.196;0.0410;00:44:09:104
4.196;0.0410;00:44:09:105
4.204;0.0740;00:44:09:106
4.196;0.0740;00:44:09:107
4.196;0.0410;00:44:09:108
4.204;0.0420;00:44:09:109
4.196;0.0740;00:44:09:110
4.196;0.0740;00:44:09:111
4.212;0.0420;00:44:09:112
4.188;0.0450;00:44:09:113
4.204;0.0720;00:44:09:114
4.196;0.0740;00:44:09:115
4.188;0.0440;00:44:09:116
4.204;0.0740;00:44:09:117
4.188;0.0410;00:44:09:118
4.204;0.0740;00:44:09:119
4.196;0.0740;00:44:09:120
4.188;0.0410;00:44:09:121
4.220;0.0410;00:44:09:122
4.196;0.0740;00:44:09:123
4.196;0.0740;00:44:09:124
4.212;0.0410;00:44:09:125
4.228;0.0430;00:44:09:126
4.172;0.0730;00:44:09:127
4.196;0.0740;00:44:09:128
4.228;0.0430;00:44:09:129
4.196;0.0970;00:44:09:130
4.196;0.0410;00:44:09:131
4.196;0.0740;00:44:09:132
4.196;0.0970;00:44:09:133
4.196;0.0740;00:44:09:134
4.196;0.0410;00:44:09:135
4.204;0.0740;00:44:09:136
4.196;0.0740;00:44:09:137
4.196;0.0740;00:44:09:138
4.212;0.0420;00:44:09:139
4.196;0.0740;00:44:09:140
4.196;0.0740;00:44:09:141
4.196;0.0740;00:44:09:142
4.188;0.0440;00:44:09:143
4.204;0.0720;00:44:09:144
4.196;0.0740;00:44:09:145
4.204;0.0740;00:44:09:146
4.196;0.0740;00:44:09:147
4.196;0.0410;00:44:09:148
4.204;0.0740;00:44:09:149
4.188;0.0740;00:44:09:150
4.196;0.0740;00:44:09:151
4.212;0.0410;00:44:09:152
4.196;0.0740;00:44:09:153
4.172;0.0730;00:44:09:154
4.196;0.0740;00:44:09:155
4.228;0.0430;00:44:09:156
4.180;0.0730;00:44:09:157
4.196;0.0390;00:44:09:158
4.196;0.0740;00:44:09:159
4.196;0.0970;00:44:09:160
4.196;0.0380;00:44:09:161
4.196;0.0390;00:44:09:162
4.204;0.0740;00:44:09:163
4.196;0.0740;00:44:09:164
4.196;0.0390;00:44:09:165
4.212;0.0400;00:44:09:166
4.196;0.0740;00:44:09:167
4.196;0.0740;00:44:09:168
4.220;0.0400;00:44:09:169
4.180;0.0420;00:44:09:170
4.204;0.0720;00:44:09:171
4.196;0.0740;00:44:09:172
4.188;0.0410;00:44:09:173
4.196;0.0740;00:44:09:174
4.188;0.0390;00:44:09:175
4.204;0.0740;00:44:09:176
4.196;0.0900;00:44:09:177
4.188;0.0740;00:44:09:178
4.212;0.0390;00:44:09:179
4.196;0.0740;00:44:09:180
4.196;0.0740;00:44:09:181
4.204;0.0740;00:44:09:182
4.236;0.0410;00:44:09:183
4.180;0.0730;00:44:09:184
4.196;0.0740;00:44:09:185
4.220;0.0740;00:44:09:186
4.196;0.0970;00:44:09:187
4.196;0.0390;00:44:09:188
4.196;0.0740;00:44:09:189
4.196;0.0740;00:44:09:190
4.196;0.0740;00:44:09:191
4.196;0.0390;00:44:09:192
4.204;0.0740;00:44:09:193
4.196;0.0740;00:44:09:194
4.196;0.0740;00:44:09:195
4.212;0.0400;00:44:09:196
4.188;0.0740;00:44:09:197
4.196;0.0720;00:44:09:198
4.196;0.0740;00:44:09:199
4.188;0.0410;00:44:09:200
4.204;0.0720;00:44:09:201
4.196;0.0390;00:44:09:202
4.204;0.0740;00:44:09:203
4.196;0.0840;00:44:09:204
4.188;0.0390;00:44:09:205
4.204;0.0740;00:44:09:206
4.196;0.0740;00:44:09:207
4.196;0.0740;00:44:09:208
4.212;0.0390;00:44:09:209
4.196;0.0740;00:44:09:210
4.172;0.0730;00:44:09:211
4.196;0.0740;00:44:09:212
4.220;0.0410;00:44:09:213
4.188;0.0730;00:44:09:214
4.196;0.0390;00:44:09:215
4.196;0.0740;00:44:09:216
4.196;0.0970;00:44:09:217
4.196;0.0020;00:44:09:218
4.196;0.0030;00:44:09:219
4.204;0.0740;00:44:09:220
4.196;0.0740;00:44:09:221
4.188;0.0030;00:44:09:222
4.220;0.0040;00:44:09:223
4.180;0.0730;00:44:09:224
4.196;0.0740;00:44:09:225
4.228;0.0040;00:44:09:226
4.188;0.0080;00:44:09:227
4.212;0.0700;00:44:09:228
4.188;0.0740;00:44:09:229
4.188;0.0070;00:44:09:230
4.196;0.0780;00:44:09:231
4.188;0.0030;00:44:09:232
4.204;0.0740;00:44:09:233
4.196;0.0970;00:44:09:234
4.196;0.0740;00:44:09:235
4.220;0.0030;00:44:09:236
4.188;0.0740;00:44:09:237
4.196;0.0740;00:44:09:238
4.188;0.0740;00:44:09:239
4.244;0.0060;00:44:09:240
4.180;0.0710;00:44:09:241
4.188;0.0740;00:44:09:242
4.196;0.0740;00:44:09:243
4.196;0.0970;00:44:09:244
4.204;0.0020;00:44:09:245
4.196;0.0740;00:44:09:246
4.204;0.0740;00:44:09:247
4.196;0.0740;00:44:09:248
4.188;0.0030;00:44:09:249
4.204;0.0740;00:44:09:250
4.180;0.0720;00:44:09:251
4.188;0.0740;00:44:09:252
4.228;0.0040;00:44:09:253
4.180;0.0730;00:44:09:254
4.212;0.0700;00:44:09:255
4.188;0.0740;00:44:09:256
4.188;0.0070;00:44:09:257
4.212;0.0700;00:44:09:258
4.188;0.0020;00:44:09:259
4.204;0.0740;00:44:09:260
4.196;0.0970;00:44:09:261
4.196;0.0020;00:44:09:262
4.212;0.0030;00:44:09:263
4.196;0.0740;00:44:09:264
4.196;0.0740;00:44:09:265
4.204;0.0030;00:44:09:266
4.236;0.0060;00:44:09:267
4.180;0.0710;00:44:09:268
4.188;0.0740;00:44:09:269
4.220;0.0050;00:44:09:270
4.196;0.0970;00:44:09:271
4.204;0.0290;00:44:09:272
4.196;0.0740;00:44:09:273
4.172;0.0110;00:44:09:274
4.204;0.0740;00:44:09:275
4.188;0.0030;00:44:09:276
4.204;0.0740;00:44:09:277
4.196;0.0740;00:44:09:278
4.188;0.0740;00:44:09:279
4.220;0.0410;00:44:09:280
4.188;0.0740;00:44:09:281
4.196;0.0740;00:44:09:282
4.220;0.0740;00:44:09:283
4.188;0.0430;00:44:09:284
4.196;0.0730;00:44:09:285
4.196;0.0740;00:44:09:286
4.236;0.0740;00:44:09:287
4.196;0.0970;00:44:09:288
4.196;0.0410;00:44:09:289
4.196;0.0740;00:44:09:290
4.196;0.0740;00:44:09:291
4.196;0.0740;00:44:09:292
4.196;0.0410;00:44:09:293
4.196;0.0740;00:44:09:294
4.196;0.0730;00:44:09:295
4.196;0.0740;00:44:09:296
4.204;0.0420;00:44:09:297
4.196;0.0740;00:44:09:298
4.196;0.0740;00:44:09:299
4.196;0.0740;00:44:09:300
4.180;0.0450;00:44:09:301
4.204;0.0720;00:44:09:302
4.196;0.0740;00:44:09:303
4.204;0.0740;00:44:09:304
4.196;0.0740;00:44:09:305
4.188;0.0410;00:44:09:306
4.204;0.0740;00:44:09:307
4.188;0.0740;00:44:09:308
4.196;0.0740;00:44:09:309
4.220;0.0410;00:44:09:310
4.188;0.0740;00:44:09:311
4.196;0.0740;00:44:09:312
4.196;0.0740;00:44:09:313
4.236;0.0430;00:44:09:314
4.172;0.0730;00:44:09:315
4.196;0.0410;00:44:09:316
4.204;0.0740;00:44:09:317
4.196;0.0970;00:44:09:318
4.196;0.0410;00:44:09:319
4.196;0.0410;00:44:09:320
4.204;0.0740;00:44:09:321
4.196;0.0740;00:44:09:322
4.196;0.0410;00:44:09:323
4.204;0.0420;00:44:09:324
4.196;0.0740;00:44:09:325
4.196;0.0740;00:44:09:326
4.212;0.0410;00:44:09:327
4.180;0.0440;00:44:09:328
4.196;0.0720;00:44:09:329
4.196;0.0740;00:44:09:330
4.188;0.0440;00:44:09:331
4.196;0.0740;00:44:09:332
4.188;0.0410;00:44:09:333
4.204;0.0740;00:44:09:334
4.196;0.0740;00:44:09:335
4.196;0.0740;00:44:09:336
4.220;0.0410;00:44:09:337
4.188;0.0740;00:44:09:338
4.196;0.0740;00:44:09:339
4.196;0.0740;00:44:09:340
4.236;0.0410;00:44:09:341
4.172;0.0730;00:44:09:342
4.196;0.0740;00:44:09:343
4.196;0.0740;00:44:09:344
4.196;0.0740;00:44:09:345
4.196;0.0390;00:44:09:346
4.196;0.0740;00:44:09:347
4.196;0.0740;00:44:09:348
4.196;0.0740;00:44:09:349
4.196;0.0390;00:44:09:350
4.196;0.0740;00:44:09:351
4.196;0.0740;00:44:09:352
4.196;0.0740;00:44:09:353
4.212;0.0400;00:44:09:354
4.188;0.0740;00:44:09:355
4.196;0.0720;00:44:09:356
4.196;0.0740;00:44:09:357
4.188;0.0420;00:44:09:358
4.204;0.0720;00:44:09:359
4.196;0.0390;00:44:09:360
4.204;0.0740;00:44:09:361
4.196;0.0740;00:44:09:362
4.188;0.0390;00:44:09:363
4.196;0.0390;00:44:09:364
4.188;0.0740;00:44:09:365
4.196;0.0740;00:44:09:366
4.212;0.0390;00:44:09:367
4.196;0.0410;00:44:09:368
4.172;0.0730;00:44:09:369
4.196;0.0740;00:44:09:370
4.236;0.0410;00:44:09:371
4.180;0.0970;00:44:09:372
4.196;0.0390;00:44:09:373
4.196;0.0740;00:44:09:374
4.196;0.0970;00:44:09:375
4.196;0.0740;00:44:09:376
4.196;0.0390;00:44:09:377
4.204;0.0740;00:44:09:378
4.196;0.0740;00:44:09:379
4.196;0.0740;00:44:09:380
4.212;0.0400;00:44:09:381
4.196;0.0740;00:44:09:382
4.196;0.0740;00:44:09:383
4.220;0.0740;00:44:09:384
4.180;0.0420;00:44:09:385
